,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,target,pred_prob_logreg,P_Rank_logreg,pred_prob_dtree,P_Rank_tree,pred_prob_rf,P_Rank_rf,pred_prob_gbm,P_Rank_GBM,pred_prob_stacking,P_Rank_stacking,Tenure_Rank,Tenure_Segment,MonthlyCharges_Rank,Monthly_Charge_Segment,Predicted_Churn_Rank
3890,Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,109.25,8109.8,1,0.16564924432940847,5,0.3157894736842105,7,0.2413013612990956,6,0.5268676337277924,8,0.22324700291457483,7,10,High Tenure,10,High Charges,Top 3
3910,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,5127.95,1,0.4744398133483826,8,0.4074074074074074,8,0.40005171373242143,8,0.6050331698131213,9,0.4147718884836035,8,7,High Tenure,10,High Charges,Top 3
3956,Female,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,545.2,1,0.7054137767062241,10,0.6728110599078341,9,0.6788099675583317,10,0.8763863734435186,10,0.7948785542428985,10,3,Low Tenure,10,High Charges,Top 3
3965,Female,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.5,5621.85,0,0.38496868204698625,7,0.3157894736842105,7,0.33164328803410464,7,0.4301931496970779,8,0.29876296186666107,7,8,High Tenure,10,High Charges,Top 3
3980,Male,0,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.7,2979.5,1,0.5834694763417159,9,0.6728110599078341,9,0.4824835825630586,8,0.7685952966097188,10,0.5569822161905098,9,5,Low Tenure,10,High Charges,Top 3
4144,Male,0,No,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,103.85,2215.0,0,0.3168417791090629,7,0.31561461794019935,7,0.33341942523417245,7,0.5202851393991017,8,0.31707224611408624,7,5,Low Tenure,10,High Charges,Top 3
4188,Female,1,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.3,2890.65,1,0.575146820388101,9,0.6728110599078341,10,0.43692398270588817,8,0.5569827599330681,9,0.4524159969513453,8,5,Low Tenure,10,High Charges,Top 3
4199,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.15,5743.05,1,0.2599096595114872,6,0.3157894736842105,7,0.30361928010684913,7,0.49895185941562364,8,0.2804261476991093,7,8,High Tenure,10,High Charges,Top 3
4211,Male,1,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.95,2496.7,1,0.5573872521300114,9,0.31561461794019935,7,0.40365576652762825,8,0.7623811984156786,10,0.45226098596280445,8,5,Low Tenure,10,High Charges,Top 3
4258,Female,1,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,109.55,4830.25,1,0.1849350870096173,6,0.1794871794871795,6,0.2630451444341575,6,0.5254583420074964,8,0.24351235123148435,7,7,High Tenure,10,High Charges,Top 3
4264,Female,1,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,4863.85,0,0.5223193191784797,8,0.4074074074074074,8,0.4088195701163505,8,0.531011169847728,8,0.41071399875361103,8,7,High Tenure,10,High Charges,Top 3
4395,Female,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,7446.9,1,0.31979601366869753,7,0.4074074074074074,8,0.315158731909981,7,0.5751626038621884,9,0.3064455792457589,7,10,High Tenure,10,High Charges,Top 3
4428,Male,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,103.3,2012.7,1,0.44029509546365025,8,0.5294117647058824,9,0.44512106211790153,8,0.597749025494033,9,0.4717581911784508,8,4,Low Tenure,10,High Charges,Top 3
4490,Female,1,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),115.6,6431.05,0,0.15405853599454222,5,0.1794871794871795,6,0.2100011018057147,5,0.5237421116407281,8,0.1955477940991827,6,8,High Tenure,10,High Charges,Top 3
4572,Female,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,6411.25,0,0.3896780755818286,7,0.4074074074074074,8,0.37427049338485163,8,0.41711225159625354,8,0.34529172344343595,8,8,High Tenure,10,High Charges,Top 3
4601,Male,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,0,0.3598805670408496,7,0.31561461794019935,7,0.25786327775027656,6,0.3861496674523468,8,0.21768162816624528,7,7,High Tenure,10,High Charges,Top 3
4645,Female,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,3409.6,1,0.5469008551621064,9,0.6728110599078341,10,0.4466764594877347,8,0.5130338442082872,8,0.4558884253041768,8,6,Low Tenure,10,High Charges,Top 3
4673,Female,1,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8,2660.2,1,0.39210954489027106,7,0.31561461794019935,7,0.38552515134577037,8,0.6183712651550984,9,0.3990450692220119,8,5,Low Tenure,10,High Charges,Top 3
4684,Male,0,No,No,69,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.05,7262.0,1,0.12469108677390742,5,0.16115702479338842,6,0.1953518965090162,5,0.4008011324778152,8,0.1685390126449115,6,10,High Tenure,10,High Charges,Top 3
4701,Male,1,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,2271.85,0,0.6765788893634458,10,0.6728110599078341,10,0.5414521815679149,9,0.8245663213750991,10,0.6426958586829401,9,5,Low Tenure,10,High Charges,Top 3
4717,Male,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,110.7,4428.6,0,0.25518290696509477,6,0.3157894736842105,7,0.3065769873794928,7,0.42640025915675844,8,0.2712199100135531,7,6,Low Tenure,10,High Charges,Top 3
4738,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.1,541.9,1,0.4901944185852017,8,0.5555555555555556,9,0.5773099270679003,9,0.47107009885381057,8,0.6166754097189016,9,2,Low Tenure,10,High Charges,Top 3
4792,Female,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.25,6979.8,1,0.3091907063669266,7,0.3157894736842105,7,0.30418789809940255,7,0.4000275252324545,8,0.26435729783418616,7,9,High Tenure,10,High Charges,Top 3
4826,Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,829.55,1,0.7411490444472002,10,0.6728110599078341,10,0.6656363345686617,10,0.8840243440550573,10,0.7844339527508294,10,3,Low Tenure,10,High Charges,Top 3
4875,Female,1,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,117.45,5438.9,1,0.19184633113231567,6,0.4074074074074074,8,0.2899101566782727,7,0.555733019362637,9,0.2756210300242379,7,7,High Tenure,10,High Charges,Top 3
4876,Male,0,No,No,10,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,1081.45,1,0.5434291242478323,9,0.6728110599078341,10,0.5710828557549076,9,0.7957667722696989,10,0.6723132783166916,9,3,Low Tenure,10,High Charges,Top 3
4904,Female,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.55,3645.5,0,0.4417991376169201,8,0.5294117647058824,9,0.4061557446574746,8,0.38715892327383705,8,0.3781697352671666,8,6,Low Tenure,10,High Charges,Top 3
4908,Female,1,No,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15,3152.5,1,0.6472491830803535,9,0.6728110599078341,10,0.49787376078608603,9,0.6891295893331283,9,0.5603133454544216,9,5,Low Tenure,10,High Charges,Top 3
4931,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,1539.8,0,0.6064184533035867,9,0.6728110599078341,10,0.5276225329653829,9,0.648824983328559,9,0.590215981275934,9,4,Low Tenure,10,High Charges,Top 3
4991,Female,0,No,No,58,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.45,6145.85,1,0.18261036029581346,6,0.3157894736842105,7,0.27024275889002786,6,0.606724106064528,9,0.26375728704482915,7,8,High Tenure,10,High Charges,Top 3
5044,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.6,2180.55,0,0.33914393372668034,7,0.6728110599078341,10,0.4010441492580743,8,0.4343112935098872,8,0.3812690250665273,8,5,Low Tenure,10,High Charges,Top 3
5072,Male,1,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.45,2184.85,0,0.6483809435250373,9,0.6728110599078341,10,0.524403461252826,9,0.6616245262698532,9,0.5887459753320425,9,5,Low Tenure,10,High Charges,Top 3
5101,Male,0,No,No,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),106.65,1672.1,0,0.3087484558811394,7,0.31561461794019935,7,0.34859023679513784,7,0.4417464963663762,8,0.3199250363751859,7,4,Low Tenure,10,High Charges,Top 3
5133,Male,1,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.25,2433.9,1,0.6519036841537933,9,0.6728110599078341,10,0.524403461252826,9,0.7486539883585649,10,0.6065329521876189,9,5,Low Tenure,10,High Charges,Top 3
5154,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,1743.5,1,0.5470651716146357,9,0.6728110599078341,10,0.48686529691539143,8,0.7411432577795117,10,0.5569188044181287,9,4,Low Tenure,10,High Charges,Top 3
5187,Female,1,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.4,4133.95,0,0.5393565065210536,9,0.4074074074074074,8,0.4413674423445338,8,0.5653702354086589,9,0.4599905389345497,8,7,High Tenure,10,High Charges,Top 3
5190,Male,1,Yes,Yes,29,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.95,2964.8,0,0.6693132629086103,10,0.6728110599078341,10,0.4953205686580804,9,0.8090564741580556,10,0.5819852311999023,9,6,Low Tenure,10,High Charges,Top 3
5229,Female,1,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.55,4533.9,1,0.3786120297958007,7,0.3157894736842105,7,0.34388688801458933,7,0.494913730962608,8,0.32438450219030907,7,7,High Tenure,10,High Charges,Top 3
5298,Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6401.25,0,0.4417754583631764,8,0.4074074074074074,8,0.3807977748007584,8,0.4716524137546386,8,0.3637648980455461,8,8,High Tenure,10,High Charges,Top 3
5334,Female,0,Yes,Yes,49,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95,5293.2,1,0.1609031925832623,5,0.31561461794019935,7,0.18777270237727336,5,0.4675334156474714,8,0.1709071812621692,6,7,High Tenure,10,High Charges,Top 3
5371,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.95,5639.05,1,0.2014488417591432,6,0.1794871794871795,6,0.23188991266697895,6,0.571543597836231,9,0.22124307609183277,7,8,High Tenure,10,High Charges,Top 3
5541,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,106.6,6428.4,1,0.20306096736321613,6,0.044444444444444446,3,0.22195224202741645,6,0.7080952755989559,10,0.23241861113468332,7,9,High Tenure,10,High Charges,Top 3
5622,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.05,2470.1,1,0.44567261912476236,8,0.31561461794019935,7,0.34953888562712704,7,0.7432601913110267,10,0.3792287855606281,8,5,Low Tenure,10,High Charges,Top 3
5630,Female,0,No,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.45,3994.45,1,0.5019699142196336,8,0.4074074074074074,8,0.42826925169771846,8,0.6246848490735543,9,0.4553818611454239,8,6,Low Tenure,10,High Charges,Top 3
5684,Female,1,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.5,6205.5,1,0.10389504261413156,4,0.16115702479338842,6,0.19601604940197337,5,0.5123198338665852,8,0.18276517051310218,6,8,High Tenure,10,High Charges,Top 3
5698,Male,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,104.4,2157.95,1,0.4782102825640319,8,0.5294117647058824,9,0.4811321954793543,8,0.5839039506782889,9,0.5161972766380423,9,5,Low Tenure,10,High Charges,Top 3
5702,Male,1,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.1,7548.1,1,0.16625958636126384,5,0.16115702479338842,6,0.19375459240656887,5,0.40249638714516944,8,0.1675642762008453,6,10,High Tenure,10,High Charges,Top 3
5722,Female,1,Yes,No,27,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.3,2867.75,1,0.3826559262041806,7,0.31561461794019935,7,0.34447776716135436,7,0.5191482936863898,8,0.32960276212958123,7,5,Low Tenure,10,High Charges,Top 3
5795,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.4,4040.65,0,0.3621191285894763,7,0.4074074074074074,8,0.3836141124659177,8,0.48345894373372367,8,0.36953994322016975,8,6,Low Tenure,10,High Charges,Top 3
5877,Female,0,No,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.95,5785.5,1,0.1943571247542696,6,0.1794871794871795,6,0.23286813380953042,6,0.5955317323207044,9,0.22567530683931064,7,8,High Tenure,10,High Charges,Top 3
5933,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,294.45,1,0.7641065169560832,10,0.6728110599078341,10,0.7071535704010432,10,0.8892107287122362,10,0.8197673514481139,10,2,Low Tenure,10,High Charges,Top 3
5994,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.2,4400.75,1,0.4124560755480239,8,0.4074074074074074,8,0.3977793328851278,8,0.5517277750401606,9,0.40093930036039754,8,7,High Tenure,10,High Charges,Top 3
6009,Male,1,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.85,5485.5,1,0.47158076393459697,8,0.4074074074074074,8,0.3909659670188498,8,0.6912280483018847,9,0.420953985234028,8,8,High Tenure,10,High Charges,Top 3
6016,Male,0,No,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,108.45,7176.55,1,0.10474052939963766,4,0.3157894736842105,7,0.25861943109296687,6,0.4245875482159599,8,0.22398859364969315,7,9,High Tenure,10,High Charges,Top 3
6032,Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,7299.65,1,0.39565079865571134,8,0.4074074074074074,8,0.3568917225506016,7,0.6919957882796315,9,0.3780877897252951,8,9,High Tenure,10,High Charges,Top 3
6038,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.2,7723.9,1,0.061793318913790446,3,0.16115702479338842,6,0.0922059915690964,3,0.478864428079257,8,0.11175654389222185,5,10,High Tenure,10,High Charges,Top 3
6105,Female,0,No,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),111.25,5916.45,1,0.10782850407922669,4,0.1794871794871795,6,0.20913378620030337,5,0.49681325145936583,8,0.1912643997253744,6,8,High Tenure,10,High Charges,Top 3
6141,Male,1,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,5568.35,1,0.41345319235576194,8,0.4074074074074074,8,0.36525745637168133,7,0.4638280013673289,8,0.3435393282135337,8,8,High Tenure,10,High Charges,Top 3
6166,Female,0,Yes,Yes,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.2,3243.45,1,0.4843119312773771,8,0.6728110599078341,10,0.42496127716620385,8,0.552616541192672,9,0.4359459131840627,8,6,Low Tenure,10,High Charges,Top 3
6312,Male,0,No,No,54,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.4,5643.4,1,0.08924451840422386,4,0.1794871794871795,6,0.20568517313418988,5,0.4422660168647436,8,0.18148096220977852,6,8,High Tenure,10,High Charges,Top 3
6333,Female,1,No,No,60,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,106.0,6441.4,1,0.28689944851822713,7,0.3157894736842105,7,0.2992314233251977,7,0.5040147162558847,8,0.2766468636153924,7,8,High Tenure,10,High Charges,Top 3
6342,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,5135.15,0,0.4757831092919347,8,0.4074074074074074,8,0.388048771225236,8,0.5183253018662509,8,0.38196966974441254,8,7,High Tenure,10,High Charges,Top 3
6380,Male,1,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.35,6578.55,0,0.3852062210846561,7,0.4074074074074074,8,0.3686157142432802,8,0.5486096921867345,9,0.3640552279729824,8,9,High Tenure,10,High Charges,Top 3
6398,Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.0,7723.7,1,0.15886536868359097,5,0.16115702479338842,6,0.16046679526924174,5,0.7927215180011998,10,0.19052401519968948,6,10,High Tenure,10,High Charges,Top 3
6408,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),106.5,7348.8,1,0.14228092243293225,5,0.16115702479338842,6,0.1762329982824624,5,0.722559145884704,10,0.19415888822322194,6,10,High Tenure,10,High Charges,Top 3
6448,Male,0,No,No,58,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,104.65,6219.6,1,0.2524712845706888,6,0.3157894736842105,7,0.2967930916146546,7,0.6052566341922264,9,0.29153529931508,7,8,High Tenure,10,High Charges,Top 3
6497,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.05,5364.8,0,0.41960259305727127,8,0.4074074074074074,8,0.3890347344623942,8,0.48414786266921667,8,0.37635338807273166,8,8,High Tenure,10,High Charges,Top 3
6544,Female,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.75,4323.45,1,0.47757676121971776,8,0.31561461794019935,7,0.33874841445956044,7,0.5998702958487849,9,0.3381516694410347,8,7,High Tenure,10,High Charges,Top 3
6550,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,106.1,2249.95,1,0.577006662765212,9,0.6728110599078341,10,0.46660770879442703,8,0.8076579269091455,10,0.544509574137868,9,5,Low Tenure,10,High Charges,Top 3
6606,Female,0,Yes,No,38,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.0,4026.4,1,0.46745129088783804,8,0.4074074074074074,8,0.394159965852897,8,0.39400095625610637,8,0.36477720560635973,8,6,Low Tenure,10,High Charges,Top 3
6704,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,106.15,6256.2,0,0.27066381371539566,7,0.3157894736842105,7,0.2877883256874988,7,0.4723953258010491,8,0.25955105149401075,7,8,High Tenure,10,High Charges,Top 3
6833,Female,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),103.6,1806.35,0,0.4674554264613244,8,0.31561461794019935,7,0.37554307399676273,8,0.4318314114664824,8,0.34964824601889655,8,4,Low Tenure,10,High Charges,Top 3
6853,Female,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,111.1,6014.85,1,0.2259951110980395,6,0.4074074074074074,8,0.3171158054202441,7,0.6862671687664942,9,0.3291484349589738,7,8,High Tenure,10,High Charges,Top 3
6894,Male,1,Yes,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,334.65,1,0.7686181239941328,10,0.6728110599078341,10,0.706179902958819,10,0.9253089270281654,10,0.8235124795343449,10,2,Low Tenure,10,High Charges,Top 3
6914,Male,1,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.0,4414.3,1,0.5332375805377568,9,0.4074074074074074,8,0.4301267462473543,8,0.6086053000751552,9,0.45441854596034625,8,7,High Tenure,10,High Charges,Top 3
6918,Female,0,Yes,No,33,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,103.75,3361.05,1,0.24552494733469285,6,0.6728110599078341,10,0.3426531163177646,7,0.5335259365008336,8,0.3301799966402847,7,6,Low Tenure,10,High Charges,Top 3
6952,Female,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.4,5121.3,1,0.40022032900946736,8,0.31561461794019935,7,0.29371490967433855,7,0.4302316584540944,8,0.25866306435160225,7,7,High Tenure,10,High Charges,Top 3
6963,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),102.6,897.75,0,0.5752931814986502,9,0.8095238095238095,10,0.5409562806103256,9,0.5933910056441551,9,0.5957928304510386,9,3,Low Tenure,10,High Charges,Top 3
6972,Female,1,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.95,6418.9,1,0.27411697759276504,7,0.3157894736842105,7,0.2938074519559051,7,0.652338562550841,9,0.29657876961012447,7,8,High Tenure,10,High Charges,Top 3
7006,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,4036.85,1,0.3934918585279978,8,0.31561461794019935,7,0.31766333719094,7,0.6134928647987947,9,0.31625938551984123,7,7,High Tenure,10,High Charges,Top 3
7023,Female,1,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.5,6479.4,0,0.40444593629975734,8,0.4074074074074074,8,0.3743579547397677,8,0.5643968987805611,9,0.3742229324473532,8,9,High Tenure,10,High Charges,Top 3
5,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,820.5,1,0.7525034853943701,10,0.6728110599078341,9,0.6880678675945162,10,0.8943973224573775,10,0.8051279102433789,10,3,Low Tenure,9,High Charges,Top 3
26,Male,0,Yes,Yes,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35,4749.15,1,0.42580200476473673,8,0.4074074074074074,8,0.36750402488048034,8,0.7403721947290882,10,0.4011545809506207,8,7,High Tenure,9,High Charges,Top 3
31,Male,1,Yes,No,2,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.5,181.65,0,0.7462121150156573,10,0.8095238095238095,10,0.6572231288471596,10,0.6832405873793297,9,0.7458709153242628,10,1,Low Tenure,9,High Charges,Top 3
